brand,model,cpu,gpu,gpu_memory,ram,storage,display_specs,battery,webcam,connections,weight,warranty,fingerprint,ssd_support,ram_gb,price_idr,screen_specs,laptop_type
Dell,VOSTRO 15 3510,Intel core I5-1135G7,NVIDIA GeForce MX350 2GB,2GB,"4GB, 1x4GB, DDR4, 3200MHz","1TB 5400 rpm 2.5"" SATA Hard Drive",15.6-inch HD Anti -glare LED-Backlit Non-touch Narrow Border Display,"3-Cell Battery, 41WHr (Integrated)",,2 USB 3.2 Gen 1 port 1 USB 2.0 port 1 Audio jack 1 HDMI 1.4 port 1 Flip-Down RJ-45 port 10/100/1000 Mbps,1.69 kg,1 Year,NO,Yes,4.0,13042875,1366 x 768,Office / Pelajar (Ringan)
HP,15-dw3012ne,Intel Core i5-1135G7,NVIDIA® GeForce® MX350 2GB,2 GB,"16GB, 2x8GB, DDR4",512GB SSD,"15.6"" Inch FHD","3-cell, 65 W, 41 Wh Li-ion",720p HD Camera with Array Microphone,1 SuperSpeed USB Type-C® 5Gbps signaling rate 2 SuperSpeed USB Type-A 5Gbps signaling rate 1 HDMI 1.4b 1 RJ-45 1 AC smart pin 1 headphone/microphone combo,1.75 kg,1 Year,,Unknown,16.0,13042875,"1920 X 1080, 60 Hz",Office / Pelajar (Ringan)
HP,15-dw3014ne,Intel Core I5-1135G7,NVIDIA GeForce MX350 2GB GDDR5,2GB GDDR5,8 GB DDR4-2666 MHz RAM (1 x 8 GB),256 GB PCIe® NVMe™ M.2 SSD,"39.6 cm (15.6"") diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250 nits, 45% NTSC","3-cell, 41 Wh Li-ion",HD 720p with dual-array mic and physical shutter,1 SuperSpeed USB Type-C® 5Gbps signaling rate; 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 1.4b; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo,1.75 kg,1 year,,Unknown,8.0,13042875,"1920 x 1080, 60 Hz",Office / Pelajar (Ringan)
HP,250 G8,Intel Core i3-1005G1,Intel UHD Graphics,,4GB DDR4 2400 MHz,1 TB HDD,"15.6"" diagonal, HD, narrow bezel, anti-glare, 250 nits, 45% NTSC","3-cell, 45 Wh Li-ion",720p HD camera; IR Camera,"1 USB 3.1 Type-C™ Gen 1 (Power delivery, DisplayPort™); 1 USB 3.1 Gen 1; 1 USB 3.0 (charging); 1 HDMI 1.4b; 1 RJ-45; 1 headphone/microphone combo; 1 AC power",2 Kg,1 Year,,Unknown,4.0,10295176,"1366 x 768, 60 Hz",General / Multimedia (Standar)
Dell,Dell VOSTRO 3500,Intel Core i7-1165G7,NVIDIA GeForce MX330 2GB,2GB,"8GB, 1x8GB, DDR4, 3200MHz",512GB M.2 PCIe NVMe Solid State Drive,15.6'' inch FHD Anti-glare LED Backlight Non-Touch Narrow Border WVA Display,"3-Cell Battery, 42WHr (Integrated)",HD 720p with dual-array mic and physical shutter,1. 3-in-1 SD Media Card | 2. USB 2.0 | 3. Wedge-Shaped Lock Slot | 4. Power In | 5. USB 3.2 Gen 1 Type-C™ (Data only) | 6. HDMI 1.4 | 7. Ethernet RJ-45 | 8. USB 3.2 Gen 1 | 9. USB 3.2 Gen 1 | 10. Headset Jack,1.98 KG,1 Year,,Unknown,8.0,19825170,1920 x 1080,General / Multimedia (Standar)
HP,DW3021NIA,Intel Core i5-1135G7,NVIDIA® GeForce® MX350 2GB,2 GB,4 GB DDR4-2666 SDRAM (1 x 4 GB),256 GB PCIe® NVMe™ M.2 SSD,"39.6 cm (15.6"") diagonal, HD, micro-edge, anti-glare, 250 nits, 45% NTSC","3-cell, 41 Wh Li-ion",720p HD with Privacy Shutter,1 SuperSpeed USB Type-C® 5Gbps signaling rate 2 SuperSpeed USB Type-A 5Gbps signaling rate 1 HDMI 1.4b 1 RJ-45 1 AC smart pin 1 headphone/microphone combo Expansion slots 1 multi-format SD media card reader,1.75 kg,1 Year,,Unknown,4.0,19825170,"1366 x 768, 60 Hz",Office / Pelajar (Ringan)
Dell,Inspiron 14 5406,Intel Core i3-1115G4,Intel UHD Graphics,Integrated,"8GB (2x4GB) DDR4 3200 MHz, dual-channel Maximum 16GB",256GB M.2 PCIe NVMe Solid Stat e Drive,"14""FHD, 220 nits, NTSC (45% typical) , Wide Viewing Angle","3-Cell Battery, 40WHr (Integra ted)",720p HD,1. SD Card Reader | 2. USB 3.2 Gen 1 Type A | 3. Headphone/Microphone Combo | 4. Wedge-shaped lock slot | 5. Power jack | 6. HDMI 1.4b | 7. USB 3.2 Gen 1 Type A | 8. USB 3.2 Gen 2 Type-C™ (DP/Data Transfer/PowerDelivery),1.72 kg,1 YEAR,NO,No,8.0,19825170,"1920 x 1080, 60 Hz",Office / Pelajar (Ringan)
Lenovo,IdeaPad 3 15IML05,Intel Core I3-10110U,Integrated Intel UHD Graphics,,"4GBx1 One memory soldered to systemboard, one DDR4 SO-DIMM slot",1 TB 5400 rpm SATA HDD,"15.6” FHD  anti-glare,, 220 nits",Integrated Li-Polymer 35Wh battery,720p HD with Privacy Shutter,1x USB 2.0 • 2x USB 3.2 Gen 1 • 1x HDMI 1.4b • 1x card reader • 1x headphone / microphone combo jack (3.5mm) • 1x power connector,1.7 kg,1 Year,NO,Yes,4.0,12225521,"1920 x 1080, 60 Hz",Office / Pelajar (Ringan)
MSI,Modern 14 B10MW,Intel Core I3-10110U,Intel UHD Graphics,,"4 GB DDR4-2666, 1 Slot",256GB M.2 SSD Combo slot (NVMe PCIe Gen3 / SATA) SSD,"14.0"" FHD, IPS-Level","3 cell, 52 Battery (Whr)",HD type (30fps@720p),"1 Mic-in/Headphone-out Combo Jack, 1x Type-C (USB3.2 Gen1 / DP), 1x Type-A USB3.2 Gen1, 2x Type-A USB3.2 Gen2, 1x Micro SD",1.3 kg,1 year,,No,4.0,12225521,"1920 x 1080, 60 Hz",Office / Pelajar (Ringan)
Lenovo,ThinkPad E16 Gen 2,Intel Core Ultra 5 125U,Intel Graphics,,16 GB DDR5-5600,512 GB SSD PCIe,"16"" Inch WUXGA",,1080P FHD RGB with Dual Microphone and Privacy Shutter,1x 1 x USB-A 3.2 Gen 1; 1 x USB-A 3.2 Gen 2; HDMI 2.1; 1 x K-Lock; 1 x USB 3.2 Gen2 (Type C); TBT 4.0; 1 x Combo Mic/Audio; 1 x RJ45,,1 Year,,Unknown,16.0,18665397,1920x1200,General / Multimedia (Standar)
Lenovo,V15 G3 IAP,Intel® Core i5-1235U,Intel® Iris® Xe Graphics,,8GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD (1920x1080) TN 250nits Anti-glare",38Wh,HD 720p with Privacy Shutter,"1x USB 2.0 1x USB 3.2 Gen 1 1x USB-C® 3.2 Gen 1 (support data transfer, Power Delivery (20V only) and DisplayPort™ 1.2) 1x HDMI® 1.4b 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",1.7 kg,1 year,,Unknown,8.0,12868326,1920x1080,Office / Pelajar (Ringan)
Lenovo,ThinkPad E14 Gen 5,Intel® Core i7-1355U,Intel® Iris® Xe Graphics,,8GB Soldered DDR4-3200 + 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,"14"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",47Wh,FHD 1080p with Privacy Shutter,"1x USB 2.0 1x USB 3.2 Gen 1 (Always On) 1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4) 1x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4) 1x HDMI® 2.1, up to 4K/60Hz 1x H",1.43 kg,1 Year,,Unknown,8.0,19824648,1920x1200,Office / Pelajar (Ringan)
ASUS,ExpertBook B1502CBA-NJ3220,Intel Core i7-1255U,Intel Iris Xᵉ Graphics,,8GB DDR4 on board Memory Max Up to : 40GB,512GB M.2 2280 NVMe™ PCIe® 4.0 SSD,"15.6-inch, FHD 16:9, Wide view, Anti-glare display, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio:83 %","42WHrs, 3S1P, 3-cell Li-ion Long life rechargeable lithium polymer battery.",,"1x USB 2.0 Type-A Up to 2x USB 3.2 Gen 1 Type-A 1x USB 3.2 Gen 1 Type-C support power delivery 1x USB 3.2 Gen 2 Type-C support display / power delivery 1x HDMI 1.4, up to 1920x1080p/60Hz 1x 3.5mm Combo Audio Jack 1x RJ45 Gigabit Ethernet",1.69 kg,1 Year,,Unknown,8.0,12520638,1920 x 1080,Office / Pelajar (Ringan)
HP,ProBook 460 G11,Intel Core Ultra 7 155U,Intel Graphics,,16 GB DDR5-5600 MT/s (1 x 16 GB),512 GB PCIe® NVMe™ SSD,"40.6 cm (16"") diagonal, WUXGA (1920 x 1200), IPS, anti-glare, 300 nits, 45% NTSC","HP Long Life 3-cell, 56 Wh Li-ion",1080p FHD camera,"2 USB Type-C® 20Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate (1 charging, 1 power); 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45",1.74 kg,1 Year,,Unknown,16.0,18781218,1920 x 1200,Office / Pelajar (Ringan)
HP,ProBook 450 G10,Intel Core i5-1334U,Intel Iris Xe Graphics,,16 GB DDR4-3200 MT/s (1 x 16 GB),512 GB PCIe® NVMe™ SSD,"15.6"" diagonal, FHD, IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC","HP Long Life 3-cell, 51 Wh Li-ion",720P HD camera,"2 USB Type-A 5Gbps signaling rate (1 charging, 1 power); 1 AC power; 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45; 2 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1)",1.79 kg,1 Year,,Unknown,16.0,15013392,1920 x 1080,Office / Pelajar (Ringan)
HP,ProBook 450 G10,Intel Core i5-1335U,Intel Iris Xe Graphics,,8 GB DDR4-3200 MT/s (1 x 8 GB),512 GB PCIe® NVMe™ SSD,"39.6 cm (15.6"") diagonal, FHD, touch, IPS, narrow bezel, 250 nits, 45% NTSC","HP Long Life 3-cell, 51 Wh Li-ion",720P HD camera,"2 USB Type-A 5Gbps signaling rate (1 charging, 1 power); 1 AC power; 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45; 2 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1)",1.79 kg,1 Year,,Unknown,8.0,15129213,1920 x 1080,Office / Pelajar (Ringan)
Lenovo,ThinkPad E14 Gen 7,Intel Core Ultra 7 255H,Integrated IntelArc,,16GB SO-DIMM DDR5-5600,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,"14"" WUXGA IPS 300nits Anti-glare, 45% NTSC, 60Hz",48Wh,FHD 1080p + IR Hybrid with Privacy Shutter,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On 1x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.1 and DisplayPort™ 2.1 1x HDMI® 2.1, up to 4K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-",1.34 kg,1 Year,,Unknown,16.0,21250738,"1920x1200, 60 Hz",Office / Pelajar (Ringan)
HP,ProBook 460 G11,Intel Core Ultra 7 155H,Nvidia GeForce RTX 2050 4GB,4 GB GDDR6,8 GB DDR5-5600 MT/s (1 x 8 GB),512 GB PCIe® NVMe™ SSD,"16"" diagonal, WUXGA (1920 x 1200), IPS, anti-glare, 300 nits, 45% NTSC","HP Long Life 3-cell, 56 Wh Li-ion",1080p FHD camera,"2 USB Type-C® 20Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate (1 charging, 1 power); 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45",1.74 kg,1 Year,,Unknown,8.0,20095487,1920 x 1200,Gaming / Creator
Lenovo,ThinkPad E16 Gen 3,Intel Core Ultra 7 255H,Integrated Intel® Arc™ 140T GPU Functions as Intel Graphics,,1x 16GB SO-DIMM DDR5-5600,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,"16"" WUXGA IPS 300nits Anti-glare, 45% NTSC, 60Hz",48Wh,FHD 1080p + IR Hybrid with Privacy Shutter,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On 1x USB-C® (USB 20Gbps / USB 3.2 Gen 2x2), with USB PD 3.1 and DisplayPort™ 1.4 1x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.1 and DisplayPort™ 2.1 1x HDMI® 2",1.63 kg,1 year,,Unknown,1.0,21100171,"1920 x 1200, 60 Hz",Office / Pelajar (Ringan)
MSI,Summit 13 AI+ Evo A2VMTG,Intel Core Ultra 9 288V,Intel Arc Graphics,,32GB LPDDR5x,1TB NVMe PCIe SSD Gen4x4,"13.3"" FHD+, 16:10, IPS-Level Touchscreen 100% sRGB",70 Battery (Whr) 4-Cell,IR FHD type (30fps@1080p) with HDR 3D Noise Reduction+ (3DNR+),1x Type-A USB3.2 Gen1 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz) 2x Thunderbolt™ 4 (DisplayPort™/ Power Delivery 3.0),1.35 kg,2 Years,,Unknown,32.0,37997842,1920 x 1200,Office / Pelajar (Ringan)
Dell,Latitude 3550,Intel Core i5-1335U,Intel Integrated Iris Xe,,"8 GB: 1 x 8 GB, DDR5, 5600 MT/ s","512GB, M.2 2230, QLC PCIe Gen 4 NVMe","15.6"" FHD Non-Touc h, AG, IPS, 250 nits, FHD IR C am, WLAN","65W AC rugged adapter, 4.5mm b arrel, E4 1 rows available","FHD HDR + IR Camera, Facial Re cognition, TNR, Camera Shutter , Microphone 1 rows available",,,1 Year,,Unknown,8.0,17390326,"1920 x 1080, 60 Hz",General / Multimedia (Standar)
,15-fd0211ne,Intel® Core™ i5-1334U,Intel® Iris® Xᵉ Graphics,,8 GB DDR4-3200 MT/s (1 x 8 GB),512 GB PCIe® NVMe™ M.2 SSD,"39.6 cm (15.6"") diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250 nits, 45% NTSC","3-cell, 41 Wh Li-ion polymer",HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,1 USB Type-C® 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors); 2 USB Type-A 5Gbps signaling rate; 1 AC smart pin; 1 HDMI 1.4b; 1 headphone/microphone combo,1.59 kg,1 Year,,Unknown,8.0,14798672,1920 x 1080,Office / Pelajar (Ringan)
Lenovo,ThinkPad E14 Gen 5,Intel Core i7-1355U,Intel® UHD Graphics,,8 GB DDR4-3200,512 GB SSD PCIe,"14"" WUXGA IPS 300nits Anti-glare, 45% NTSC",Integrated 57Wh,1080P FHD RGB with Microphone and Privacy Shutter,1x 1 x Kensington® Security Slot™; 1 x Combo Mic/Audio; 1 x RJ45; 1 x HDMI® 2.0; 1 x USB-A 3.2 Gen 1 (Always On); 1 x USB-A 2.0; 1 x USB-C 3.2 Gen 2; 1 x Thunderbolt™ 4,1.43 kg,1 Year,,Unknown,8.0,19708827,1920x1200,Office / Pelajar (Ringan)
HP,ProBook 440 G8,Intel Core i5-1135G7,Intel Iris Xe Graphics,,4 GB DDR4-3200 MHz RAM (1 x 4 GB),256GB PCIe® NVMe™ SSD,14'' Inch HD,"HP Long Life 3-cell, 45 Wh Li-ion",720p HD privacy camera,,,1 Year,,Unknown,4.0,12781495,1366 X 768,General / Multimedia (Standar)
Lenovo,ThinkPad E16 Gen 2,Intel® Core™ Ultra 7 155H,Integrated Intel® Arc,,16GB SO-DIMM DDR5-5600,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,"16"" WUXGA IPS 300nits Anti-glare, 45% NTSC",Integrated 57Wh,FHD 1080p + IR Hybrid with Privacy Shutter,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On 1x USB-C® (USB 20Gbps / USB 3.2 Gen 2x2), with USB PD 3.0 and DisplayPort™ 1.4 1x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.0 and DisplayPort™ 2.1 1x HDMI® 2",1.81 kg,1 year,,Unknown,16.0,21702891,1920x1200,General / Multimedia (Standar)
Lenovo,ThinkPad E14 Gen 6,Intel® Core™ Ultra 7 155H,Integrated Intel® Arc,,16GB SO-DIMM DDR5-5600,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,"14"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",Integrated 57Wh,FHD 1080p + IR Hybrid with Privacy Shutter,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On 1x USB-C® (USB 20Gbps / USB 3.2 Gen 2x2), with USB PD 3.0 and DisplayPort™ 1.4 1x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.0 and DisplayPort™ 2.1 1x HDMI® 2",1.44 kg,1 Year,,Unknown,16.0,20572509,1920x1200,Office / Pelajar (Ringan)
HP,​HP Envy x360 14-es1013dx,Intel Core 5 120U,Intel® Graphics,,8 GB DDR4-3200,512 GB PCIe® Gen4 NVMe™ M.2 SSD,"14"" diagonal FHD touch display","3-cell, 43 Wh Li-ion polymer [23]",HP True Vision 5MP camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 AC smart pin; 1 headphone/microphone combo",,1 Year,,Unknown,8.0,17216073,1920 x 1200,General / Multimedia (Standar)
HP,Envy x360 14-ES1023DX,Intel Core 7 150U,Intel Iris Xe Graphics,,16 GB DDR4-3200 MHz RAM (onboard),512 GB PCIe® Gen4 NVMe™ M.2 SSD,"14"" diagonal FHD touch display","3-cell, 43 Wh Li-ion polymer",HP True Vision 5MP camera with temporal noise reduction and integrated dual array digital microphones,"1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 AC smart pin; 1 headphone/microphone combo",1.51 kg,1 Year,,Unknown,16.0,22375312,1920 x 1080,Office / Pelajar (Ringan)
Lenovo,ThinkPad E14 Gen 5,Intel® Core™ i5-1335U,NVIDIA® GeForce MX550,2GB GDDR6,8GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,"14"" WUXGA IPS 300nits Anti-glare, 45% NTSC",Integrated 57Wh,FHD 1080p with Privacy Shutter,"1x USB 2.0 1x USB 3.2 Gen 1 (Always On) 1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4) 1x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4) 1x HDMI® 2.1, up to 4K/60Hz 1x H",1.43 kg,1 Year,"Touch Style, Integrated in Power Button",Unknown,8.0,19708827,1920x1200,Office / Pelajar (Ringan)
HP,EliteBook 840 G8,Intel Core i5-1135G7,Intel Iris Xe Graphics,,8GB Ram,512GB SSD M.2 2242 PCIe®,14.0 inch FHD,,,,,1 Year,,Unknown,8.0,20868078,1920 x 1080,General / Multimedia (Standar)
Lenovo,ThinkPad E14 Gen 5,Intel Core I7-1355U,Nvidia GeForce MX550,2GB GDDR6,8GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,"14"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",Integrated 57Wh,FHD 1080p with Privacy Shutter,1x 1 x HDMI® 2.0; 1 x Kensington® Security Slot™; 1 x Combo Mic/Audio; 1 x RJ45; 1 x USB-A 3.2 Gen 1 (Always On); 1 x USB-A 2.0; 1 x USB-C 3.2 Gen 2; 1 x Thunderbolt™ 4,1.43 kg,1 Year,,Unknown,8.0,20868078,1920 x 1200,Office / Pelajar (Ringan)
Dell,Latitude 3540,Intel Core I5-1335U,Intel Iris Xe Graphics,,"8 GB,1x8 GB, DDR4, 3200","512 GB, M.2 2230, PCIe NVMe, SSD, Class 35","15.6"", FHD 1920x1080, 60Hz, WV A/IPS, Non-Touch, Anti-Glare, 250 nit, NTSC 45%,","3-cell, 42 Wh, ExpressCharge™ Capable, ExpressCharge™ Boost Capable","FHD Camera, Temporal Noise Reduction, No ExpressSign-In, Camera Shutter, Mic",1 USB 3.2 Gen 2 Type-C® port with DisplayPort Alt mode/Power Delivery 2 USB 3.2 Gen 1 port 1 USB 3.2 Gen 1 port with PowerShare 1 HDMI 1.4 port 1 universal audio port 1 power-adapter port 1 RJ-45 Ethernet port,1.81 kg,1 Year,,Unknown,8.0,16694358,"1920 X 1080, 60 Hz",General / Multimedia (Standar)
Lenovo,ThinkPad E16 Gen 2,Intel Core Ultra 5 125H,Integrated Intel Arc,,1x 8 GB DDR5-5600,512 GB SSD PCIe,"16"" WUXGA IPS 300nits Anti-glare, 45% NTSC",,1080P FHD RGB with Dual Microphone and Privacy Shutter,1x 1 x RJ45; 1 x USB-A 3.2 Gen 1; 1 x USB-A 3.2 Gen 2; HDMI 2.1; 1 x K-Lock; 1 x USB 3.2 Gen2 (Type C); TBT 4.0; 1 x Combo Mic/Audio,1.81 kg,1 Year,,Unknown,1.0,17216073,1920x1200,General / Multimedia (Standar)
Lenovo,ThinkPad E14 Gen 6,Intel Core Ultra 5 125H,Intel Arc Graphics,,1x 8 GB DDR5-5600,512 GB SSD PCIe,"14"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",,720P HD RGB with Microphone and Privacy Shutter,1x 1 x RJ45; 1 x USB-A 3.2 Gen 2; 1 x USB-A 3.2 Gen 1; 1 x USB-C 3.2 Gen 2; 1 x Combo Audio Jack; 1 x HDMI 2.1 TMDS; 1 x Thunderbolt™ 4; 1 x K-Lock,1.44 kg,1 Year,,Unknown,1.0,17737788,1920x1200,Office / Pelajar (Ringan)
HP,ProBook 460 G11,Intel Core Ultra 5 125U,Intel Graphics,,8 GB DDR5-5600 MT/s (1 x 8 GB),512 GB PCIe® NVMe™ SSD,"40.6 cm (16"") diagonal, WUXGA (1920 x 1200), IPS, anti-glare, 300 nits, 45% NTSC","HP Long Life 3-cell, 56 Wh Li-ion",1080p FHD camera,"2 USB Type-C® 20Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate (1 charging, 1 power); 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45",1.74 kg,1 Year,,Unknown,8.0,15911785,1920 x 1200,Office / Pelajar (Ringan)
HP,ProBook 450 G10,Intel Core i7-1355U,Intel Iris Xe Graphics,,8GB DDR4-3200 MT/s (1 x 8 GB),512 GB PCIe® NVMe™ SSD,"15.6"" diagonal, FHD, IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC","HP Long Life 3-cell, 51 Wh Li-ion",720P HD camera,"2 USB Type-A 5Gbps signaling rate (1 charging, 1 power); 1 AC power; 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45; 2 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1)",1.79 kg,1 Year,,Unknown,8.0,17390326,1920 x 1080,Office / Pelajar (Ringan)
HP,ProBook 450 G10,Intel Core i5-1335U,Nvidia GeForce RTX 2050 4GB,4GB GDDR6,16GB DDR4-3200 MT/s (1 x 16 GB),512 GB PCIe® NVMe™ SSD,"15.6"" diagonal, FHD, touch, IPS, narrow bezel, 250 nits, 45% NTSC","HP Long Life 3-cell, 51 Wh Li-ion",720P HD camera,"2 USB Type-A 5Gbps signaling rate (1 charging, 1 power); 1 AC power; 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45; 2 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1)",1.79 kg,1 Year,,Unknown,16.0,17390326,1920 x 1080,Gaming / Creator
HP,ProBook 450 G10,Intel Core i5-1334U,Intel Iris Xe Graphics,,8 GB DDR4-3200 MT/s (1 x 8 GB),512 GB PCIe® NVMe™ SSD,"15.6"" diagonal, FHD, IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC","HP Long Life 3-cell, 42 Wh Li-ion",720P HD camera,"2 USB Type-A 5Gbps signaling rate (1 charging, 1 power); 1 AC power; 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45; 2 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1)",1.79 kg,1 Year,,Unknown,8.0,14491677,1920 x 1080,Office / Pelajar (Ringan)
HP,ProBook 460 G11,Intel® Core™ Ultra 7 155H,NVIDIA® GeForce RTX™ 2050 4GB,4 GB GDDR6,16 GB DDR5-5600 MT/s (1 x 16 GB),512GB PCIe® NVMe™ SSD,"16"" diagonal, WUXGA (1920 x 1200), IPS, anti-glare, 300 nits, 45% NTSC","HP Long Life 3-cell, 56 Wh Li-ion",1080p FHD camera,"2 USB Type-C® 20Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate (1 charging, 1 power); 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45",1.74 kg,1 year,,Unknown,16.0,21100171,1920 x 1200,Gaming / Creator
Dell,Latitude 5550,Intel Core i7-1355U,Integrated Intel Iris Xe or UHD graphics,,"16 GB: 2 x 8 GB, DDR5, 5600 MT /s (5200 MT/s with 13th Gen In tel Core processors)","512 GB, M.2 2230, TLC, Gen 4 P CIe NVMe, SSD","15.6"", FHD, 60Hz, IP S, Non-Touch, AG, 250 nit, 45% NTSC, FHD+IR Cam, 4G","3-cell, 54 Wh, ExpressCharge C apable, ExpressCharge Boost Ca pable","FHD HDR + IR Camera, Facial Re cognition, TNR, Camera Shutter , Microphone",,,1 Year,,Unknown,16.0,22104855,"1920x1080, 60 Hz",General / Multimedia (Standar)
ASUS,V16 V3607VJ-RP007W,Intel Core 7 240H,Nvidia GeForce RTX 3050 6GB,6GB GDDR6,16GB DDR5 SO-DIMM,512GB M.2 NVMe™ PCIe® 4.0 SSD,"16.0-inch, WUXGA 16:10 aspect ratio, LED Backlit, 144Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display, Non-touch screen, (Screen-to-body ratio)89%","63WHrs, 3S1P, 3-cell Li-ion",1080p FHD camera With privacy shutter,1x USB 3.2 Gen 1 Type-C with support for display / power delivery (data speed up to 5Gbps) 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps) 1x HDMI 2.1 FRL 1x 3.5mm Combo Audio Jack 1x DC-in,1.95 kg,1 year,,Unknown,16.0,20868078,"1920 x 1200, 144 Hz",Gaming / Creator
